"AGE";"EDUC";"EMPSTA";"FREQ";"MUN_DENSITY_LEVEL";"PCS_ESE";"QUANTILE_NIVVIE";"SEX";"TICM_MEASURE";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2023;87.5
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;98
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2024;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2024;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2023;88
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;72.8
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;19.8
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_SMARTPHONE";"L";2010;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2009;79
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2010;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;90.4
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2010;87.4
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2009;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2009;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2017;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2017;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2017;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_LISEUSE";"L";2017;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2017;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;81.3
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;97.8
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"A";2025;82.6
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2025;65.8
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;90.4
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;37.3
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;34.6
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"A";2025;8.2
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;10.6
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;53.7
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"L";2014;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2010;83.5
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2011;18.4
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2011;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2011;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2021;92
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2021;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2020;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_INT";"L";2020;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2019;81.5
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2021;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2015;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_ORDI";"L";2015;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2015;90.1
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;85.3
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"HAUT_DEBIT";"L";2021;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;91.3
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_ORDI";"L";2022;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_TAB";"L";2021;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2012;92.7
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"L";2013;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2013;93.9
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2013;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2012;50.9
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2013;82.8
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2013;96.1
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"HAUT_DEBIT";"A";2013;86.2
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2013;89
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2015;80.3
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_LISEUSE";"L";2014;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2015;52.2
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_INT";"A";2015;98
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_TAB";"L";2019;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2018;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;90.3
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2019;86.9
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2018;71
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2019;96.9
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2019;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2023;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2024;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2024;97.3
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_INT";"A";2023;98.4
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"HAUT_DEBIT";"A";2023;96.2
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2010;78.4
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_INT";"A";2010;76.4
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2009;33.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2010;34.2
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"HAUT_DEBIT";"A";2009;66.7
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2010;85.9
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2018;89.4
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2017;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;68.4
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2017;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2017;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2017;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2017;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2013;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_TAB";"L";2012;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_ORDI";"L";2012;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2013;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2012;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2013;83.7
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2013;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;43.8
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_SMARTPHONE";"A";2025;80.2
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;40.3
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2025;92.2
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;94.5
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;2.6
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;93.8
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;5.6
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;43.5
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2015;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_ORDI";"L";2015;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_INT";"A";2016;98.5
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"L";2015;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2011;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2011;82.8
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;80.9
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2011;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2011;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2011;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2011;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2020;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_ORDI";"L";2020;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_TAB";"L";2020;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"L";2020;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2020;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_LISEUSE";"L";2021;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2021;89.1
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2019;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;50.8
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2019;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2019;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2019;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_TAB";"L";2022;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2022;70.6
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"HAUT_DEBIT";"A";2021;94.7
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2021;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2022;91.5
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2022;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2023;72.2
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2023;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_INT";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2023;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2023;87.5
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_SMARTPHONE";"L";2023;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2014;81.6
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2014;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"HAUT_DEBIT";"L";2014;
