"AGE";"EDUC";"EMPSTA";"FREQ";"MUN_DENSITY_LEVEL";"PCS_ESE";"QUANTILE_NIVVIE";"SEX";"TICM_MEASURE";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2016;90.2
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2016;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2015;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2016;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_SMARTPHONE";"L";2023;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_LISEUSE";"L";2024;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2024;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2024;91.7
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2023;78.3
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2024;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_INT";"A";2024;96
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2011;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;85.2
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;44.3
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2011;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_TAB";"L";2010;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2018;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2018;96.4
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2019;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2019;97.1
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_TAB";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_SMARTPHONE";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;75.6
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;38.6
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_LISEUSE";"A";2025;6.2
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;96.4
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;9.6
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"A";2025;68.3
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2025;98.3
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"HAUT_DEBIT";"A";2024;94.9
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;77.9
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_INT";"L";2010;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;35.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2020;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_ORDI";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_INT";"L";2021;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2019;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2021;90.8
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2021;91.5
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2022;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_TAB";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2022;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_INT";"L";2022;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2022;90.3
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2021;95.1
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2014;51.2
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2014;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2013;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_ORDI";"L";2013;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"HAUT_DEBIT";"L";2012;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2013;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2012;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2013;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2013;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_ORDI";"L";2012;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2017;97
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2017;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;61.6
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;77.3
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_INT";"L";2018;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2017;95.2
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2017;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2017;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;85.1
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2015;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2015;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_TAB";"L";2016;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_TAB";"L";2015;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2015;73.9
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;98
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2010;33.8
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2010;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2011;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2011;92.6
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"HAUT_DEBIT";"A";2010;75
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2024;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_LISEUSE";"L";2024;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;97.5
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"HAUT_DEBIT";"L";2022;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2018;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2018;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_INT";"A";2019;95.7
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_TAB";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"A";2025;42.9
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;58.7
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;87.6
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"A";2025;90.1
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;84.7
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;10.5
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_TAB";"A";2025;38.1
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;2.3
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2016;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"HAUT_DEBIT";"A";2015;94.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2016;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2016;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2016;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2013;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_TAB";"L";2012;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_TAB";"L";2012;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2012;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2021;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_SMARTPHONE";"L";2022;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2022;69.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;94.7
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2022;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_ORDI";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;81.6
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2014;89.8
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2015;60.4
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"HAUT_DEBIT";"A";2014;93.8
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2017;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2018;69.8
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2017;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2017;94.8
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2016;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"HAUT_DEBIT";"L";2016;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2010;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2010;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_LISEUSE";"L";2009;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;90.2
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_TAB";"L";2009;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"L";2020;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_LISEUSE";"L";2020;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2020;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_ORDI";"L";2020;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
